Hacienda,Corte,Ambiente,env,Parcela,Entry,Rep,Block,Variedad,Name,FS,FC,FE,Edad,env1,New,Treatn,Poblacion,Alt,Diam,N_Entre,L_Entre,L_Hojas,A_Hojas,N_Hojas_V,N_Hojas_S,TCH,IDD,periodo,Diseno,TCH1
Balsora,1,Balsora_1,Balsora_1_4.3,563,95,3,130,CC 94-5827,S73,42251,42667,42380,4.3,Balsora_1_4,,,16.8,76.6,,,,,,,,,2940,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,123,62,1,11,CC 94-5827,S73,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,19.83333333,,,,,168.4,5.55,,,,124,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,123,62,1,11,CC 94-5827,S73,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,9.833333333,301.8,2.86,17.1,15,175.3,4.57,,,,1180,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,176,96,1,41,CC 95-5992,S74,42251,42667,42380,4.3,Balsora_1_4,,,,,,,,,,,,,2553,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,311,96,2,72,CC 95-5992,S74,42251,42667,42380,4.3,Balsora_1_4,,,15.3,88.1,,,,,,,,,2688,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,673,96,3,155,CC 95-5992,S74,42251,42667,42380,4.3,Balsora_1_4,,,14.9,108.5,,,,,,,,,3050,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,97,78,1,8,CC 95-5992,S74,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,15.05555556,,,,,170.7,3.9,,,,98,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,97,78,1,8,CC 95-5992,S74,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,12.66666667,276.4444444,2.67,16.5,15.9,197.1,5.87,,,,1154,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,68,97,1,16,CC 96-6803,S75,42251,42667,42380,4.3,Balsora_1_4,,,11,107.5,,,,,,,,,2445,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,465,97,2,107,CC 96-6803,S75,42251,42667,42380,4.3,Balsora_1_4,,,12.6,74.7,,,,,,,,,2842,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,682,97,3,157,CC 96-6803,S75,42251,42667,42380,4.3,Balsora_1_4,,,11.8,110.7,,,,,,,,,3059,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,2,183,1,1,CC 96-6803,S75,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,10.27777778,,,,,148.1,4.31,,,,2,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,2,183,1,1,CC 96-6803,S75,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,10.5,264.1,2.57,15.6,14.1,163.5,6.51,,,,1059,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,188,98,1,44,CC 97-7170,S76,42251,42667,42380,4.3,Balsora_1_4,,,13.1,108.5,,,,,,,,,2565,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,283,98,2,65,CC 97-7170,S76,42251,42667,42380,4.3,Balsora_1_4,,,16.3,106.7,,,,,,,,,2660,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,672,98,3,155,CC 97-7170,S76,42251,42667,42380,4.3,Balsora_1_4,,,15.3,121,,,,,,,,,3049,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,40,75,1,4,CC 97-7170,S76,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,11.88888889,,,,,170,5.04,,,,41,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,40,75,1,4,CC 97-7170,S76,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,10.05555556,263.4,3.08,20.3,11.9,159.4,5.6,,,,1097,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,113,99,1,26,CC 97-7565,S77,42251,42667,42380,4.3,Balsora_1_4,,,11.8,98.5,,,,,,,,,2490,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,456,99,2,105,CC 97-7565,S77,42251,42667,42380,4.3,Balsora_1_4,,,18.3,126,,,,,,,,,2833,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,602,99,3,139,CC 97-7565,S77,42251,42667,42380,4.3,Balsora_1_4,,,21.7,144,,,,,,,,,2979,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,262,90,1,22,CC 97-7565,S77,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,11.83333333,,,,,139.9,4.14,,,,263,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,262,90,1,22,CC 97-7565,S77,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,8.722222222,242.9,2.75,19.7,12.3,144.6,5.46,,,,1319,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,138,100,1,32,CC 98-68,S78,42251,42667,42380,4.3,Balsora_1_4,,,16.9,103,,,,,,,,,2515,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,351,100,2,81,CC 98-68,S78,42251,42667,42380,4.3,Balsora_1_4,,,9.8,93.2,,,,,,,,,2728,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,493,100,3,114,CC 98-68,S78,42251,42667,42380,4.3,Balsora_1_4,,,16.8,98.4,,,,,,,,,2870,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,231,84,1,20,CC 98-68,S78,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,15,,,,,142,4.7,,,,232,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,231,84,1,20,CC 98-68,S78,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,8.277777778,242.6,2.72,20.2,13.9,144.2,5.15,,,,1288,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,193,101,1,45,CC 98-93,S79,42251,42667,42380,4.3,Balsora_1_4,,,8.2,59,,,,,,,,,2570,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,453,101,2,105,CC 98-93,S79,42251,42667,42380,4.3,Balsora_1_4,,,19.1,138.2,,,,,,,,,2830,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,618,101,3,143,CC 98-93,S79,42251,42667,42380,4.3,Balsora_1_4,,,9.7,71.1,,,,,,,,,2995,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,184,196,1,16,CC 98-93,S79,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,16.44444444,,,,,149.3,3.46,,,,185,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,184,196,1,16,CC 98-93,S79,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,8,269.6,2.5,14.4,12.9,149.5,5.77,,,,1241,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,31,102,1,7,CC 99-1405,S80,42251,42667,42380,4.3,Balsora_1_4,,,11.8,76,,,,,,,,,2408,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,413,102,2,95,CC 99-1405,S80,42251,42667,42380,4.3,Balsora_1_4,,,6.5,59,,,,,,,,,2790,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,625,102,3,144,CC 99-1405,S80,42251,42667,42380,4.3,Balsora_1_4,,,5.3,65.5,,,,,,,,,3002,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,251,2,1,21,CC 99-1405,S80,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,8.5,,,,,134.9,4.02,,,,252,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,251,2,1,21,CC 99-1405,S80,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,6.055555556,262.9,3.11,20.9,10.2,136.2,4.7,,,,1308,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,168,103,1,39,CC 99-2461,S173,42251,42667,42380,4.3,Balsora_1_4,,,16.8,96.6,,,,,,,,,2545,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,415,103,2,96,CC 99-2461,S173,42251,42667,42380,4.3,Balsora_1_4,,,13.6,95.1,,,,,,,,,2792,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,550,103,3,127,CC 99-2461,S173,42251,42667,42380,4.3,Balsora_1_4,,,11.4,83.7,,,,,,,,,2927,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,193,193,1,17,CC 99-2461,S173,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,14.44444444,,,,,167.6,3.79,,,,194,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,193,193,1,17,CC 99-2461,S173,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,9.333333333,276.4,3.46,16.3,12.6,173,5.48,,,,1250,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,225,104,1,52,CC Coleccion 106,S204,42251,42667,42380,4.3,Balsora_1_4,,,13,124.5,,,,,,,,,2602,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,309,104,2,71,CC Coleccion 106,S204,42251,42667,42380,4.3,Balsora_1_4,,,7.4,56.1,,,,,,,,,2686,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,579,104,3,134,CC Coleccion 106,S204,42251,42667,42380,4.3,Balsora_1_4,,,10.3,58.1,,,,,,,,,2956,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,261,113,1,22,CC Coleccion 106,S204,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,14.88888889,,,,,145.9,4.32,,,,262,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,261,113,1,22,CC Coleccion 106,S204,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,13.5,256.7,2.84,20.6,12.9,146.4444444,6.1,,,,1318,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,219,105,1,51,CC Coleccion 113,S81,42251,42667,42380,4.3,Balsora_1_4,,,17.6,84,,,,,,,,,2596,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,394,105,2,91,CC Coleccion 113,S81,42251,42667,42380,4.3,Balsora_1_4,,,14.7,90.8,,,,,,,,,2771,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,536,105,3,124,CC Coleccion 113,S81,42251,42667,42380,4.3,Balsora_1_4,,,16.7,62.8,,,,,,,,,2913,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,224,189,1,19,CC Coleccion 113,S81,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,14.88888889,,,,,154.2,3.16,,,,225,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,224,189,1,19,CC Coleccion 113,S81,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,11.55555556,223.2,2.84,19.3,13.3,156.6,4.3,,,,1281,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,104,106,1,24,CC Coleccion 116,S200,42251,42667,42380,4.3,Balsora_1_4,,,14.9,107,,,,,,,,,2481,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,285,106,2,66,CC Coleccion 116,S200,42251,42667,42380,4.3,Balsora_1_4,,,11.8,86,,,,,,,,,2662,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,586,106,3,135,CC Coleccion 116,S200,42251,42667,42380,4.3,Balsora_1_4,,,16.8,83,,,,,,,,,2963,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,233,200,1,20,CC Coleccion 116,S200,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,10.38888889,,,,,147.7,2.98,,,,234,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,233,200,1,20,CC Coleccion 116,S200,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,8.611111111,227.1,2.22,20.1,12,149.5,3.81,,,,1290,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,65,107,1,15,CC Coleccion 13,S9,42251,42667,42380,4.3,Balsora_1_4,,,7.3,58,,,,,,,,,2442,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,305,107,2,70,CC Coleccion 13,S9,42251,42667,42380,4.3,Balsora_1_4,,,6.6,51.3,,,,,,,,,2682,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,506,107,3,117,CC Coleccion 13,S9,42251,42667,42380,4.3,Balsora_1_4,,,16.2,58.1,,,,,,,,,2883,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,51,167,1,5,CC Coleccion 13,S9,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,18.22222222,,,,,180,3.26,,,,52,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,51,167,1,5,CC Coleccion 13,S9,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,10,255,2.72,13.5,12.4,190.3,6.65,,,,1108,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,72,108,1,17,CC Coleccion 138,S82,42251,42667,42380,4.3,Balsora_1_4,,,12.9,77.8,,,,,,,,,2449,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,370,108,2,85,CC Coleccion 138,S82,42251,42667,42380,4.3,Balsora_1_4,,,13.5,84,,,,,,,,,2747,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,498,108,3,115,CC Coleccion 138,S82,42251,42667,42380,4.3,Balsora_1_4,,,7.4,45.6,,,,,,,,,2875,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,196,126,1,17,CC Coleccion 138,S82,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,14.5,,,,,147.2,4.74,,,,197,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,196,126,1,17,CC Coleccion 138,S82,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,10,283.4,2.84,20.9,12.3,140.8,6,,,,1253,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,201,109,1,47,CC Coleccion 167,S198,42251,42667,42380,4.3,Balsora_1_4,,,17,104,,,,,,,,,2578,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,408,109,2,94,CC Coleccion 167,S198,42251,42667,42380,4.3,Balsora_1_4,,,14.7,119,,,,,,,,,2785,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,688,109,3,159,CC Coleccion 167,S198,42251,42667,42380,4.3,Balsora_1_4,,,16.8,140.5,,,,,,,,,3065,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,187,101,1,16,CC Coleccion 167,S198,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,13.22222222,,,,,159.7,3.99,,,,188,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,187,101,1,16,CC Coleccion 167,S198,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,9.333333333,282.5,2.66,20.7,14.4,119.1,5.19,,,,1244,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,5,110,1,1,CC Coleccion 179,S203,42251,42667,42380,4.3,Balsora_1_4,,,7.3,111.2,,,,,,,,,2382,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,450,110,2,104,CC Coleccion 179,S203,42251,42667,42380,4.3,Balsora_1_4,,,16.3,120.5,,,,,,,,,2827,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,582,110,3,134,CC Coleccion 179,S203,42251,42667,42380,4.3,Balsora_1_4,,,9.8,109.4,,,,,,,,,2959,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,46,138,1,4,CC Coleccion 179,S203,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,11.88888889,,,,,141,4.47,,,,47,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,46,138,1,4,CC Coleccion 179,S203,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,8.888888889,326.4,2.76,16.8,13.6,138.2,5.72,,,,1103,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,161,111,1,37,CC Coleccion 198,S191,42251,42667,42380,4.3,Balsora_1_4,,,12.3,63,,,,,,,,,2538,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,411,111,2,95,CC Coleccion 198,S191,42251,42667,42380,4.3,Balsora_1_4,,,12.9,78.1,,,,,,,,,2788,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,628,111,3,145,CC Coleccion 198,S191,42251,42667,42380,4.3,Balsora_1_4,,,14.5,86.6,,,,,,,,,3005,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,215,163,1,18,CC Coleccion 198,S191,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,13.83333333,,,,,133.7,6.02,,,,216,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,215,163,1,18,CC Coleccion 198,S191,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,9.722222222,272.4,2.82,20.3,12.5,145.6,5.56,,,,1272,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,56,112,1,13,CC Coleccion 28,S83,42251,42667,42380,4.3,Balsora_1_4,,,13,101,,,,,,,,,2433,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,348,112,2,80,CC Coleccion 28,S83,42251,42667,42380,4.3,Balsora_1_4,,,14,92.9,,,,,,,,,2725,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,571,112,3,132,CC Coleccion 28,S83,42251,42667,42380,4.3,Balsora_1_4,,,10.2,68.2,,,,,,,,,2948,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,141,63,1,12,CC Coleccion 28,S83,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,12.05555556,,,,,141.4,4.35,,,,142,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,141,63,1,12,CC Coleccion 28,S83,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,10.16666667,306.8,2.98,15.1,18.3,137.4,6.72,,,,1198,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,191,113,1,44,CC Coleccion 33,S84,42251,42667,42380,4.3,Balsora_1_4,,,9.2,66.5,,,,,,,,,2568,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,240,113,2,56,CC Coleccion 33,S84,42251,42667,42380,4.3,Balsora_1_4,,,10,48.5,,,,,,,,,2617,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,703,113,3,162,CC Coleccion 33,S84,42251,42667,42380,4.3,Balsora_1_4,,,10.4,84.8,,,,,,,,,3080,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,213,156,1,18,CC Coleccion 33,S84,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,11.22222222,,,,,159.6,3.21,,,,214,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,213,156,1,18,CC Coleccion 33,S84,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,11.16666667,294.4,2.74,14.9,14.2,139.4,6.35,,,,1270,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,48,114,1,11,CC Coleccion 43,S201,42251,42667,42380,4.3,Balsora_1_4,,,13.7,82.5,,,,,,,,,2425,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,303,114,2,70,CC Coleccion 43,S201,42251,42667,42380,4.3,Balsora_1_4,,,8.6,87.9,,,,,,,,,2680,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,533,114,3,123,CC Coleccion 43,S201,42251,42667,42380,4.3,Balsora_1_4,,,12.7,70.3,,,,,,,,,2910,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,264,147,1,22,CC Coleccion 43,S201,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,6.388888889,,,,,148.3,4.07,,,,265,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,264,147,1,22,CC Coleccion 43,S201,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,5.111111111,242.3,3.43,15.1,10.2,159,6.05,,,,1321,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,26,115,1,6,CC Coleccion 44,S202,42251,42667,42380,4.3,Balsora_1_4,,,11,68,,,,,,,,,2403,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,271,115,2,63,CC Coleccion 44,S202,42251,42667,42380,4.3,Balsora_1_4,,,10,76.9,,,,,,,,,2648,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,655,115,3,151,CC Coleccion 44,S202,42251,42667,42380,4.3,Balsora_1_4,,,8.1,63.3,,,,,,,,,3032,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,160,142,1,14,CC Coleccion 44,S202,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,11.72222222,,,,,116,3.28,,,,161,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,160,142,1,14,CC Coleccion 44,S202,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,8.777777778,207.9,2.31,13,14.7,114,5.69,,,,1217,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,19,116,1,5,CC Coleccion 74,S85,42251,42667,42380,4.3,Balsora_1_4,,,9.6,56,,,,,,,,,2396,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,432,116,2,100,CC Coleccion 74,S85,42251,42667,42380,4.3,Balsora_1_4,,,6.4,32.5,,,,,,,,,2809,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,608,116,3,140,CC Coleccion 74,S85,42251,42667,42380,4.3,Balsora_1_4,,,7.4,48.7,,,,,,,,,2985,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,216,29,1,18,CC Coleccion 74,S85,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,10.33333333,,,,,147.6,5.1,,,,217,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,216,29,1,18,CC Coleccion 74,S85,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,8.777777778,277.6,3.55,20.8,13.6,114,6,,,,1273,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,214,117,1,50,CC Coleccion 99,S86,42251,42667,42380,4.3,Balsora_1_4,,,9,95,,,,,,,,,2591,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,246,117,2,57,CC Coleccion 99,S86,42251,42667,42380,4.3,Balsora_1_4,,,16.8,116.5,,,,,,,,,2623,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,534,117,3,123,CC Coleccion 99,S86,42251,42667,42380,4.3,Balsora_1_4,,,21.9,131.9,,,,,,,,,2911,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,112,221,1,10,CC Coleccion 99,S86,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,9.611111111,,,,,149.8,4.96,,,,113,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,112,221,1,10,CC Coleccion 99,S86,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,6.666666667,298.7,2.84,16.6,16.1,149.5,6.2,,,,1169,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,46,118,1,11,CCSP 89-1997,S180,42251,42667,42380,4.3,Balsora_1_4,,,11.5,69.5,,,,,,,,,2423,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,274,118,2,63,CCSP 89-1997,S180,42251,42667,42380,4.3,Balsora_1_4,,,7.6,83.2,,,,,,,,,2651,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,716,118,3,165,CCSP 89-1997,S180,42251,42667,42380,4.3,Balsora_1_4,,,9.1,114.2,,,,,,,,,3093,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,150,160,1,13,CCSP 89-1997,S180,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,10.11111111,,,,,127,4.31,,,,151,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,150,160,1,13,CCSP 89-1997,S180,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,7.777777778,242.9,2.71,15.9,13.2,115.7,6.24,,,,1207,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,67,119,1,16,CCSP 89-2001,S183,42251,42667,42380,4.3,Balsora_1_4,,,7.4,99.5,,,,,,,,,2444,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,382,119,2,88,CCSP 89-2001,S183,42251,42667,42380,4.3,Balsora_1_4,,,15.8,112.3,,,,,,,,,2759,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,540,119,3,125,CCSP 89-2001,S183,42251,42667,42380,4.3,Balsora_1_4,,,10,108.7,,,,,,,,,2917,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,244,191,1,21,CCSP 89-2001,S183,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,11.33333333,,,,,135.7,4.95,,,,245,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,244,191,1,21,CCSP 89-2001,S183,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,6.833333333,266.9,2.83,16,14,144.8,5.16,,,,1301,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,39,120,1,9,CCSP 89-259,S87,42251,42667,42380,4.3,Balsora_1_4,,,8.5,60,,,,,,,,,2416,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,347,120,2,80,CCSP 89-259,S87,42251,42667,42380,4.3,Balsora_1_4,,,3.6,35.3,,,,,,,,,2724,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,629,120,3,145,CCSP 89-259,S87,42251,42667,42380,4.3,Balsora_1_4,,,2.6,30.6,,,,,,,,,3006,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,181,47,1,16,CCSP 89-259,S87,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,12.88888889,,,,,133.7,4.78,,,,182,4,AIBD,
Ballesteros,1,Ballesteros_1,Ballesteros_1_10.4,181,47,1,16,CCSP 89-259,S87,44450,44916,44761,10.4,Ballesteros_1_10,1,Z9999,12.5,306,3.17,20.9,7.4,128.5,5.39,,,,1238,10,AIBD,
Balsora,1,Balsora_1,Balsora_1_4.3,28,121,1,7,CCSP 89-43,S88,42251,42667,42380,4.3,Balsora_1_4,,,16.3,129.5,,,,,,,,,2405,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,296,121,2,68,CCSP 89-43,S88,42251,42667,42380,4.3,Balsora_1_4,,,10.2,97.4,,,,,,,,,2673,4,Latice,
Balsora,1,Balsora_1,Balsora_1_4.3,641,121,3,148,CCSP 89-43,S88,42251,42667,42380,4.3,Balsora_1_4,,,14.7,104.2,,,,,,,,,3018,4,Latice,
Ballesteros,1,Ballesteros_1,Ballesteros_1_4.6,140,104,1,12,CCSP 89-43,S88,44450,44916,44587,4.6,Ballesteros_1_4,1,Z9999,11.55555556,,,,,148.5,4.14,,,,141,4,AIBD,
